Year,Quarter,Airline,PaxToIndia,PaxFromIndia,FreightToIndia,FreightFromIndia
18,3,CHINA EASTERN AIRLINES,31324,30852,886.03,782.15
18,4,CHINA EASTERN AIRLINES,34356,30620,958.33,792.03
19,1,CHINA EASTERN AIRLINES,31706,32769,697.59,798.23
19,2,CHINA EASTERN AIRLINES,32767,35046,857.37,954.66
19,3,CHINA EASTERN AIRLINES,32710,34160,850.09,818.60
19,4,CHINA EASTERN AIRLINES,23348,22556,510.11,569.58
20,1,CHINA EASTERN AIRLINES,12975,12142,285.45,47.70
20,2,CHINA EASTERN AIRLINES,0,646,92.27,81.76
20,3,CHINA EASTERN AIRLINES,0,397,19.75,4.65
21,1,CHINA EASTERN AIRLINES,0,0,694.60,233.89
21,4,CHINA EASTERN AIRLINES,0,0,16.59,1.92
15,1,CHINA SOUTHERN ,12982,16108,110.46,204.70
15,2,CHINA SOUTHERN ,16336,18166,136.77,105.21
15,3,CHINA SOUTHERN ,17749,16487,143.63,141.65
15,4,CHINA SOUTHERN ,26550,26299,814.12,153.59
16,1,CHINA SOUTHERN ,23203,24121,597.09,128.09
16,2,CHINA SOUTHERN ,21507,26139,663.76,305.25
16,3,CHINA SOUTHERN ,19703,16650,75.00,118.63
16,4,CHINA SOUTHERN ,34360,32788,778.31,435.82
17,1,CHINA SOUTHERN ,30005,31761,928.88,130.06
17,2,CHINA SOUTHERN ,22835,25497,2817.19,173.04
17,3,CHINA SOUTHERN ,20176,18665,125.01,58.53
17,4,CHINA SOUTHERN ,29327,28264,679.88,43.60
18,1,CHINA SOUTHERN ,27861,30316,600.13,142.54
18,2,CHINA SOUTHERN ,35683,40193,2127.81,215.07
18,3,CHINA SOUTHERN ,37978,33268,2595.92,231.91
18,4,CHINA SOUTHERN ,42582,42067,1864.16,475.86
19,1,CHINA SOUTHERN ,39976,40383,1646.48,300.86
19,2,CHINA SOUTHERN ,43531,52088,2258.84,543.77
19,3,CHINA SOUTHERN ,40112,37651,1727.13,363.88
19,4,CHINA SOUTHERN ,44834,42550,1780.03,318.59
20,1,CHINA SOUTHERN ,15521,12806,598.50,125.31
20,2,CHINA SOUTHERN ,0,302,131.24,102.72
20,3,CHINA SOUTHERN ,0,445,0.00,0.00
15,1,DELTA AIRLINES,22640,23140,176.99,190.96
15,1,DRAGON AIR,18558,20974,848.75,765.90
15,2,DRAGON AIR,22734,21938,693.28,905.53
15,3,DRAGON AIR,13861,13156,692.08,590.06
15,4,DRAGON AIR,34675,31536,185.00,340.82
16,1,DRAGON AIR,19072,21651,11.96,54.42
16,2,DRAGON AIR,30115,30411,15.81,53.65
16,3,DRAGON AIR,26472,26738,16.43,79.98
16,4,DRAGON AIR,31157,28247,8.72,58.98
17,1,DRAGON AIR,16720,20726,9.69,28.14
17,2,DRAGON AIR,30871,31622,7.42,27.35
17,3,DRAGON AIR,26586,28647,12.38,22.59
17,4,DRAGON AIR,30615,26389,12.17,60.61
18,1,DRAGON AIR,24605,29289,482.68,655.39
18,2,DRAGON AIR,30860,30942,726.15,933.72
18,3,DRAGON AIR,27225,30265,718.02,678.93
18,4,DRAGON AIR,32911,28747,544.05,882.02
19,1,DRAGON AIR,24511,31204,708.47,928.62
19,2,DRAGON AIR,30338,31147,516.86,716.26
19,3,DRAGON AIR,25119,32499,679.68,643.13
19,4,DRAGON AIR,31943,27465,588.39,800.31
20,1,DRAGON AIR,11472,14198,326.87,501.47
20,2,DRAGON AIR,0,0,19.08,31.20
20,3,DRAGON AIR,0,0,261.86,371.94
20,4,DRAGON AIR,0,0,56.96,30.52
15,1,DRUK AIR,8086,7636,0.88,7.97
15,2,DRUK AIR,10635,10596,0.85,15.38
15,3,DRUK AIR,8284,6480,1.05,13.97
15,4,DRUK AIR,11662,10470,1.03,16.98
16,1,DRUK AIR,11816,11059,3.97,15.28
16,2,DRUK AIR,14093,13762,0.74,20.54
16,3,DRUK AIR,10589,10615,1.28,18.72
16,4,DRUK AIR,12938,12506,1.04,20.55
17,1,DRUK AIR,10095,9342,1.43,16.99
17,2,DRUK AIR,15563,14878,0.61,22.40
17,3,DRUK AIR,11627,10892,0.74,24.52
17,4,DRUK AIR,14158,13116,0.90,23.27
18,1,DRUK AIR,10293,9416,0.88,24.59
18,2,DRUK AIR,14710,14040,0.74,32.57
18,3,DRUK AIR,11586,10866,1.12,18.30
18,4,DRUK AIR,13639,13690,0.77,20.02
19,1,DRUK AIR,8767,8855,0.55,21.22
19,2,DRUK AIR,15253,16505,0.35,28.70
19,3,DRUK AIR,17211,17554,1.09,40.88
19,4,DRUK AIR,11809,11629,1.38,22.02
20,1,DRUK AIR,2079,2161,0.98,0.32
20,2,DRUK AIR,9,78,0.00,0.01
20,3,DRUK AIR,124,119,0.04,4.74
20,4,DRUK AIR,234,134,0.18,0.45
21,1,DRUK AIR,95,176,0.00,1.29
21,2,DRUK AIR,159,200,0.00,1.34
21,3,DRUK AIR,1411,1391,0.47,22.87
21,4,DRUK AIR,2267,2106,0.89,20.80
22,1,DRUK AIR,1522,1397,1.42,12.75
22,2,DRUK AIR,3812,3522,0.57,18.52
22,3,DRUK AIR,6387,5575,1.23,17.86
22,4,DRUK AIR,8381,7803,1.04,20.23
23,1,DRUK AIR,8418,7910,2.00,11.19
23,2,DRUK AIR,10974,9881,1.37,16.24
23,3,DRUK AIR,8683,7721,0.82,10.23
23,4,DRUK AIR,11598,9922,1.35,14.05
24,1,DRUK AIR,9946,9727,0.88,15.80
24,2,DRUK AIR,13284,12824,1.05,7.07
15,1,EGYPT AIR,2427,3529,29.06,31.50
15,2,EGYPT AIR,3365,4446,70.70,49.28
15,3,EGYPT AIR,3702,4169,2.41,20.94
15,4,EGYPT AIR,3785,3927,9.63,18.73
16,1,EGYPT AIR,3328,3932,17.24,12.55
16,2,EGYPT AIR,3542,4392,2.44,25.09
16,3,EGYPT AIR,3169,3677,3.93,47.53
16,4,EGYPT AIR,4466,4248,8.75,115.55
17,1,EGYPT AIR,4520,4966,8.55,93.31
17,2,EGYPT AIR,5027,5982,35.96,103.02
17,3,EGYPT AIR,4377,5138,15.08,84.30
17,4,EGYPT AIR,5630,5988,71.04,218.45
18,1,EGYPT AIR,5264,6617,179.33,339.81
18,2,EGYPT AIR,6420,8587,0.00,0.00
18,3,EGYPT AIR,5303,6366,16.61,90.19
18,4,EGYPT AIR,9689,10210,195.26,470.94
19,1,EGYPT AIR,7351,7940,6.81,35.09
19,2,EGYPT AIR,7848,6909,83.91,44.55
19,3,EGYPT AIR,5957,7078,1.83,17.36
19,4,EGYPT AIR,10892,9950,0.00,0.00
20,1,EGYPT AIR,4647,6768,0.00,0.00
21,3,EGYPT AIR,0,0,368.70,1283.84
21,4,EGYPT AIR,0,0,337.21,456.31
22,1,EGYPT AIR,0,0,826.38,1127.46
22,2,EGYPT AIR,2514,4289,1014.72,1086.82
22,3,EGYPT AIR,4728,7281,337.16,426.70
22,4,EGYPT AIR,12228,11751,274.65,387.96
23,1,EGYPT AIR,9076,12733,336.52,526.53
23,2,EGYPT AIR,6211,8660,229.14,786.61
23,3,EGYPT AIR,7042,9943,161.76,1094.60
23,4,EGYPT AIR,10937,11490,366.67,1068.84
24,1,EGYPT AIR,7022,11190,195.32,1370.64
24,2,EGYPT AIR,6755,8749,183.29,2097.23
15,1,EL-AL-ISRAEL,8664,9773,269.69,392.47
15,2,EL-AL-ISRAEL,5693,6692,182.74,310.06
15,3,EL-AL-ISRAEL,6874,6663,173.05,310.71
15,4,EL-AL-ISRAEL,8293,7936,196.03,311.65
16,1,EL-AL-ISRAEL,7683,8489,188.72,333.21
16,2,EL-AL-ISRAEL,5903,6953,155.40,362.63
16,3,EL-AL-ISRAEL,7450,6671,185.03,464.49
16,4,EL-AL-ISRAEL,7950,7832,130.88,332.92
17,1,EL-AL-ISRAEL,3653,4391,108.93,244.45
17,2,EL-AL-ISRAEL,4762,5497,291.23,167.76
17,3,EL-AL-ISRAEL,6148,6086,167.92,268.82
17,4,EL-AL-ISRAEL,8309,7559,310.73,407.27
18,1,EL-AL-ISRAEL,8803,9608,282.13,392.61
18,2,EL-AL-ISRAEL,5175,6082,221.73,297.92
18,3,EL-AL-ISRAEL,6927,6962,285.92,441.42
18,4,EL-AL-ISRAEL,7297,6974,211.50,503.87
19,1,EL-AL-ISRAEL,7513,10000,272.35,517.95
19,2,EL-AL-ISRAEL,5110,6324,268.98,455.75
19,3,EL-AL-ISRAEL,5855,6042,235.49,421.47
19,4,EL-AL-ISRAEL,6763,6605,260.51,370.42
20,1,EL-AL-ISRAEL,2459,2722,99.31,108.23
20,2,EL-AL-ISRAEL,52,163,111.76,164.75
20,3,EL-AL-ISRAEL,0,0,6.52,18.99
20,4,EL-AL-ISRAEL,0,0,34.77,208.41
21,1,EL-AL-ISRAEL,327,226,19.77,60.53
21,2,EL-AL-ISRAEL,0,270,11.82,13.20
21,3,EL-AL-ISRAEL,0,0,74.74,616.74
21,4,EL-AL-ISRAEL,0,0,260.08,349.38
22,1,EL-AL-ISRAEL,0,0,39.66,246.59
15,1,EMIRATES AIRLINE,664205,733924,15962.69,37889.38
15,2,EMIRATES AIRLINE,670420,699481,18165.78,40392.55
15,3,EMIRATES AIRLINE,597713,663330,15863.18,38675.59
15,4,EMIRATES AIRLINE,697246,648528,14678.92,37261.58
16,1,EMIRATES AIRLINE,667934,737194,14969.76,37671.62
16,2,EMIRATES AIRLINE,688133,671282,16324.62,41270.29
16,3,EMIRATES AIRLINE,650761,689514,13854.95,36783.21
16,4,EMIRATES AIRLINE,711265,651831,15893.02,39046.66
17,1,EMIRATES AIRLINE,634185,719766,15204.96,38601.10
17,2,EMIRATES AIRLINE,687035,653347,16155.16,40525.57
17,3,EMIRATES AIRLINE,668520,725600,16926.93,37219.73
17,4,EMIRATES AIRLINE,724704,689159,15576.72,35574.62
18,1,EMIRATES AIRLINE,679133,722988,15090.70,35139.90
18,2,EMIRATES AIRLINE,700734,701659,16006.89,38865.29
18,3,EMIRATES AIRLINE,639081,706612,18836.56,38247.13
18,4,EMIRATES AIRLINE,718363,660699,15930.42,39331.89
19,1,EMIRATES AIRLINE,686310,753433,17467.54,40626.47
19,2,EMIRATES AIRLINE,752160,757572,16371.42,40589.40
19,3,EMIRATES AIRLINE,706579,764768,15856.16,40111.51
19,4,EMIRATES AIRLINE,766985,737741,13551.12,39851.99
20,1,EMIRATES AIRLINE,469505,506740,8680.24,24384.55
20,2,EMIRATES AIRLINE,4315,231,111.00,423.91
20,3,EMIRATES AIRLINE,63206,53672,3182.30,10125.12
20,4,EMIRATES AIRLINE,144212,127573,9732.73,16485.19
21,1,EMIRATES AIRLINE,192841,186517,15272.09,22698.13
21,2,EMIRATES AIRLINE,139399,53594,15241.35,25924.03
21,3,EMIRATES AIRLINE,184457,131576,12286.61,29835.77
21,4,EMIRATES AIRLINE,222420,218966,14369.36,29253.02
22,1,EMIRATES AIRLINE,249971,258758,13816.86,25378.95
22,2,EMIRATES AIRLINE,613911,672176,16461.85,27600.13
22,3,EMIRATES AIRLINE,561461,714190,16110.80,28070.26
22,4,EMIRATES AIRLINE,720201,664271,15211.67,26625.65
23,1,EMIRATES AIRLINE,653507,744388,15096.21,25711.70
23,2,EMIRATES AIRLINE,654163,693483,15829.99,32693.97
23,3,EMIRATES AIRLINE,617737,741872,13467.74,28599.77
23,4,EMIRATES AIRLINE,732037,661559,12237.41,29855.01
24,1,EMIRATES AIRLINE,671302,739964,15413.43,37378.04
24,2,EMIRATES AIRLINE,686581,709983,13794.20,34240.99
15,1,ETHIOPIAN AIRLINES,27175,33188,326.55,2930.32
15,2,ETHIOPIAN AIRLINES,6658,7829,803.94,526.86
15,3,ETHIOPIAN AIRLINES,17530,17302,957.36,2326.54
15,4,ETHIOPIAN AIRLINES,11556,10156,570.91,334.12
16,1,ETHIOPIAN AIRLINES,17222,18439,524.74,1241.11
16,2,ETHIOPIAN AIRLINES,41304,46545,399.65,3601.04
16,3,ETHIOPIAN AIRLINES,39720,38488,256.19,1681.07
16,4,ETHIOPIAN AIRLINES,41600,35895,530.78,1857.52
17,1,ETHIOPIAN AIRLINES,9856,12790,45.93,66.25
17,2,ETHIOPIAN AIRLINES,46605,57429,2127.66,3416.60
17,3,ETHIOPIAN AIRLINES,40278,43396,1700.66,3772.70
17,4,ETHIOPIAN AIRLINES,57289,53387,2136.72,3451.88
18,1,ETHIOPIAN AIRLINES,52736,66064,2304.62,3813.11
18,2,ETHIOPIAN AIRLINES,55321,66311,2083.31,5322.61
18,3,ETHIOPIAN AIRLINES,58188,60764,2129.53,4364.69
18,4,ETHIOPIAN AIRLINES,62203,58619,2495.84,4373.00
19,1,ETHIOPIAN AIRLINES,59808,73186,2658.43,4477.33
19,2,ETHIOPIAN AIRLINES,39575,42171,637.76,1656.02
19,3,ETHIOPIAN AIRLINES,18596,21955,0.82,160.73
19,4,ETHIOPIAN AIRLINES,92285,87172,221.03,960.53
20,1,ETHIOPIAN AIRLINES,21971,30026,47.08,399.51
20,2,ETHIOPIAN AIRLINES,987,4,46.25,177.59
20,3,ETHIOPIAN AIRLINES,1656,3086,48.66,171.80
20,4,ETHIOPIAN AIRLINES,612,2596,73.77,85.44
21,1,ETHIOPIAN AIRLINES,2041,2196,76.44,111.29
21,2,ETHIOPIAN AIRLINES,2176,2586,34.26,92.05
21,3,ETHIOPIAN AIRLINES,4913,5690,19.27,85.29
21,4,ETHIOPIAN AIRLINES,2798,2739,16.06,91.88
22,1,ETHIOPIAN AIRLINES,3306,3438,34.28,116.34
22,2,ETHIOPIAN AIRLINES,36531,42683,1202.26,3953.76
22,3,ETHIOPIAN AIRLINES,40814,48459,1027.98,3365.18
22,4,ETHIOPIAN AIRLINES,33164,34117,360.50,1436.44
23,1,ETHIOPIAN AIRLINES,51212,67632,560.22,2629.63
23,2,ETHIOPIAN AIRLINES,41159,50175,266.74,2704.29
23,3,ETHIOPIAN AIRLINES,53773,61817,342.39,2631.65
23,4,ETHIOPIAN AIRLINES,73467,61146,840.55,3306.33
24,1,ETHIOPIAN AIRLINES,58116,78002,1476.49,5721.21
24,2,ETHIOPIAN AIRLINES,32728,47314,434.67,2052.94
15,1,ETIHAD AIRLINES,211303,246273,3160.24,5210.00
15,2,ETIHAD AIRLINES,241350,238304,2937.28,6239.22
15,3,ETIHAD AIRLINES,271943,297332,4649.77,6833.74
15,4,ETIHAD AIRLINES,309693,328092,4668.34,53838.06
16,1,ETIHAD AIRLINES,334367,296980,2089.27,4739.07
16,2,ETIHAD AIRLINES,342511,354746,2233.51,7760.62
16,3,ETIHAD AIRLINES,334013,363188,3421.04,6322.34
16,4,ETIHAD AIRLINES,347370,318933,3900.42,8939.70
17,1,ETIHAD AIRLINES,323412,369249,3989.32,7269.58
17,2,ETIHAD AIRLINES,391284,372047,3592.32,8708.77
17,3,ETIHAD AIRLINES,317645,361105,3569.09,8229.48
17,4,ETIHAD AIRLINES,333516,296825,2801.14,6579.48
18,1,ETIHAD AIRLINES,251719,272210,2643.55,4399.69
18,2,ETIHAD AIRLINES,342021,334186,3753.97,7951.29
18,3,ETIHAD AIRLINES,274539,323607,3540.15,5864.11
18,4,ETIHAD AIRLINES,281284,263689,3025.43,4819.99
19,1,ETIHAD AIRLINES,207651,239683,2145.03,3849.80
19,2,ETIHAD AIRLINES,366579,352958,3305.36,7654.58
19,3,ETIHAD AIRLINES,339387,384416,3285.78,5366.07
19,4,ETIHAD AIRLINES,350136,300207,2848.24,6987.53
20,1,ETIHAD AIRLINES,250932,309415,3035.66,5794.76
20,2,ETIHAD AIRLINES,2543,107,477.48,1889.55
20,3,ETIHAD AIRLINES,5406,6248,2673.66,4828.94
20,4,ETIHAD AIRLINES,13843,7644,2503.54,4802.22
21,1,ETIHAD AIRLINES,37699,20863,3776.45,7013.39
21,2,ETIHAD AIRLINES,40201,10832,3653.31,7583.99
21,3,ETIHAD AIRLINES,39619,31316,1156.07,1821.57
21,4,ETIHAD AIRLINES,121497,109995,2919.56,5490.49
22,1,ETIHAD AIRLINES,108091,119413,2718.28,4205.15
22,2,ETIHAD AIRLINES,80496,94009,1983.29,3509.09
22,3,ETIHAD AIRLINES,148566,165719,3710.22,6324.85
22,4,ETIHAD AIRLINES,184920,168951,3130.04,6379.63
23,1,ETIHAD AIRLINES,180211,195222,2810.93,6237.94
23,2,ETIHAD AIRLINES,201517,198814,2731.70,6343.01
23,3,ETIHAD AIRLINES,219978,252041,3232.52,5815.50
23,4,ETIHAD AIRLINES,242784,240249,2671.47,5429.88
24,1,ETIHAD AIRLINES,333349,349118,4083.52,10062.55
24,2,ETIHAD AIRLINES,350351,330237,6124.46,8125.04
15,1,EVA AIRWAYS,0,0,0.00,0.00
15,2,EVA AIRWAYS,0,0,0.00,0.00
15,3,EVA AIRWAYS,0,0,0.00,0.00
15,4,EVA AIRWAYS,0,0,0.00,0.00
16,1,EVA AIRWAYS,0,0,0.00,0.00
16,2,EVA AIRWAYS,0,0,0.00,0.00
16,3,EVA AIRWAYS,0,0,0.00,0.00
16,4,EVA AIRWAYS,0,0,0.00,0.00
17,1,EVA AIRWAYS,0,0,0.00,0.00
17,2,EVA AIRWAYS,0,0,0.00,0.00
15,1,FEDERAL EXPRESS,0,0,3173.70,6460.69
15,2,FEDERAL EXPRESS,0,0,4031.09,6462.21
15,3,FEDERAL EXPRESS,0,0,3618.01,5874.28
15,4,FEDERAL EXPRESS,0,0,5609.02,5807.76
16,1,FEDERAL EXPRESS,0,0,3200.92,5797.40
16,2,FEDERAL EXPRESS,0,0,3004.80,6618.70
16,3,FEDERAL EXPRESS,0,0,3589.30,5990.73
16,4,FEDERAL EXPRESS,0,0,3980.40,6992.40
17,1,FEDERAL EXPRESS,0,0,3178.32,6591.85
17,2,FEDERAL EXPRESS,0,0,4120.64,7391.24
17,3,FEDERAL EXPRESS,0,0,3646.24,7933.53
17,4,FEDERAL EXPRESS,0,0,3279.43,7999.73
18,1,FEDERAL EXPRESS,0,0,3017.15,7368.68
18,2,FEDERAL EXPRESS,0,0,4382.09,8035.09
18,3,FEDERAL EXPRESS,0,0,3408.76,7716.56
18,4,FEDERAL EXPRESS,0,0,3687.59,8199.41
19,1,FEDERAL EXPRESS,0,0,3162.83,9125.41
19,2,FEDERAL EXPRESS,0,0,3240.58,8572.00
19,3,FEDERAL EXPRESS,8884,8800,3460.60,7598.45
19,4,FEDERAL EXPRESS,0,0,4149.38,9080.91
20,1,FEDERAL EXPRESS,0,0,3017.62,8580.45
20,2,FEDERAL EXPRESS,0,0,2963.32,8225.55
20,3,FEDERAL EXPRESS,495,465,5872.09,10980.38
20,4,FEDERAL EXPRESS,0,0,5268.34,12869.19
21,1,FEDERAL EXPRESS,0,0,4394.67,10140.32
21,2,FEDERAL EXPRESS,0,0,5227.26,10234.97
21,3,FEDERAL EXPRESS,0,0,5051.14,11806.64
21,4,FEDERAL EXPRESS,0,0,5507.21,11296.65
22,1,FEDERAL EXPRESS,0,0,5057.75,9695.20
22,2,FEDERAL EXPRESS,0,0,4687.37,9064.22
22,3,FEDERAL EXPRESS,0,0,4323.84,11484.39
22,4,FEDERAL EXPRESS,0,0,3837.96,8501.89
23,1,FEDERAL EXPRESS,0,0,3666.89,7974.16
23,2,FEDERAL EXPRESS,0,0,3528.06,7325.38
23,3,FEDERAL EXPRESS,0,0,3562.40,6413.01
23,4,FEDERAL EXPRESS,0,0,3024.07,5601.87
24,1,FEDERAL EXPRESS,0,0,3178.19,4766.10
24,2,FEDERAL EXPRESS,0,0,2958.02,7346.63
15,1,FINN AIR,13673,15886,685.94,1125.37
15,2,FINN AIR,6725,9884,472.16,645.44
15,3,FINN AIR,8242,8386,415.51,580.36
15,4,FINN AIR,13101,10225,379.81,663.38
16,1,FINN AIR,13214,14747,474.36,937.58
16,2,FINN AIR,6825,9313,399.85,603.72
16,3,FINN AIR,7309,8173,306.39,519.62
16,4,FINN AIR,13564,10108,324.35,620.26
17,1,FINN AIR,14155,16850,485.67,816.56
17,2,FINN AIR,8083,9905,463.25,608.45
17,3,FINN AIR,9342,9214,324.14,589.03
17,4,FINN AIR,17039,13588,525.89,724.14
18,1,FINN AIR,19549,19708,527.97,578.50
18,2,FINN AIR,10822,12873,550.15,648.07
18,3,FINN AIR,12238,10470,603.31,581.01
18,4,FINN AIR,18593,14430,630.25,656.78
19,1,FINN AIR,19557,22696,672.29,821.91
19,2,FINN AIR,11812,13295,576.23,606.47
19,3,FINN AIR,12790,13252,626.00,601.36
19,4,FINN AIR,20906,17263,549.76,910.82
20,1,FINN AIR,14083,14371,445.90,544.00
21,4,FINN AIR,1821,2791,111.96,98.44
22,1,FINN AIR,9768,10879,561.75,528.31
22,2,FINN AIR,14837,18649,913.93,813.94
22,3,FINN AIR,21450,26158,1106.34,1220.92
22,4,FINN AIR,8022,5254,326.95,339.81
23,1,FINN AIR,19813,24314,627.75,874.15
23,2,FINN AIR,14257,18044,525.05,1460.17
23,3,FINN AIR,15807,21255,425.51,1346.81
23,4,FINN AIR,22941,16955,468.06,1289.53
24,1,FINN AIR,16322,20877,473.71,1096.13
24,2,FINN AIR,15382,21578,583.10,1490.22
23,2,FLY BAGHDAD,3328,3507,0.00,0.00
23,3,FLY BAGHDAD,3766,3704,0.00,0.00
23,4,FLY BAGHDAD,3807,4800,0.00,0.00
24,1,FLY BAGHDAD,1696,1410,0.00,0.00
15,1,FLY DUBAI,44353,52821,38.37,682.80
15,2,FLY DUBAI,54653,57352,63.84,802.78
15,3,FLY DUBAI,54340,58490,58.24,776.00
15,4,FLY DUBAI,57325,60470,74.40,698.77
16,1,FLY DUBAI,60056,62162,71.86,768.76
16,2,FLY DUBAI,60985,61379,66.34,784.75
16,3,FLY DUBAI,58570,61633,26.92,712.37
16,4,FLY DUBAI,62621,60713,43.89,683.52
17,1,FLY DUBAI,59964,63136,34.70,684.57
17,2,FLY DUBAI,64586,63644,46.54,762.75
17,3,FLY DUBAI,59410,64917,22.23,740.52
17,4,FLY DUBAI,62852,62303,35.41,722.46
18,1,FLY DUBAI,61825,62246,18.92,657.01
18,2,FLY DUBAI,64440,64088,44.68,564.03
18,3,FLY DUBAI,60260,64967,47.40,637.92
18,4,FLY DUBAI,64834,64022,50.51,630.22
19,1,FLY DUBAI,60441,64145,52.14,609.90
19,2,FLY DUBAI,64089,63373,55.68,698.88
19,3,FLY DUBAI,60947,64845,64.39,594.33
19,4,FLY DUBAI,64317,64644,62.56,597.76
20,1,FLY DUBAI,49463,52976,33.03,476.42
21,1,FLY DUBAI,149714,170995,130.76,1993.46
21,2,FLY DUBAI,55368,46101,85.66,1193.53
21,3,FLY DUBAI,56573,110563,185.32,1250.15
21,4,FLY DUBAI,182281,197528,142.66,1548.19
22,1,FLY DUBAI,150363,176461,185.52,1330.51
22,2,FLY DUBAI,57804,58591,61.48,662.18
22,3,FLY DUBAI,55028,61126,68.39,530.98
22,4,FLY DUBAI,65058,61670,55.02,545.52
23,1,FLY DUBAI,57469,64119,58.52,446.94
23,2,FLY DUBAI,60654,57182,40.33,561.22
23,3,FLY DUBAI,57758,64237,77.02,525.44
23,4,FLY DUBAI,63910,64595,38.83,469.83
24,1,FLY DUBAI,58552,64436,47.19,502.21
24,2,FLY DUBAI,61698,59106,39.07,531.39
18,4,FLYNAS,2383,2820,0.00,26.59
19,1,FLYNAS,1787,2917,0.00,28.05
19,2,FLYNAS,3261,2978,0.14,13.92
19,3,FLYNAS,13343,24395,0.00,62.56
19,4,FLYNAS,26864,28782,15.57,215.12
20,1,FLYNAS,16492,23711,22.06,190.82
20,2,FLYNAS,1476,0,0.00,23.42
20,3,FLYNAS,5725,9,0.00,56.81
21,4,FLYNAS,0,522,0.00,0.00
22,1,FLYNAS,9828,17931,83.30,190.11
22,2,FLYNAS,26691,35509,180.18,372.97
22,3,FLYNAS,23773,42559,32.72,273.91
22,4,FLYNAS,37722,40550,119.73,345.10
23,1,FLYNAS,44082,64032,99.49,520.60
23,2,FLYNAS,49248,49843,128.62,497.37
23,3,FLYNAS,40105,51979,94.19,409.81
23,4,FLYNAS,57662,61497,113.21,410.62
24,1,FLYNAS,58966,66221,62.32,616.12
24,2,FLYNAS,60362,58177,34.68,574.01
17,1,GARUDA INDONESIA,4104,4386,3.81,73.25
17,2,GARUDA INDONESIA,4087,4154,2.32,73.01
17,3,GARUDA INDONESIA,3111,3363,1.35,77.64
17,4,GARUDA INDONESIA,4465,4282,7.36,92.04
18,1,GARUDA INDONESIA,4106,3908,15.24,65.77
18,2,GARUDA INDONESIA,4480,4626,115.57,259.71
18,3,GARUDA INDONESIA,6880,6555,287.16,403.03
18,4,GARUDA INDONESIA,6525,5220,378.01,524.72
19,1,GARUDA INDONESIA,2090,2904,147.91,191.19
18,4,GO AIR,18825,23653,2.55,2.88
19,1,GO AIR,43542,46463,0.00,0.00
19,2,GO AIR,75680,76848,0.00,0.00
19,3,GO AIR,110592,128870,0.00,0.00
19,4,GO AIR,168582,167142,0.00,0.00
20,1,GO AIR,110154,125052,0.50,36.04
20,2,GO AIR,10153,0,0.00,0.00
20,3,GO AIR,71291,4724,0.00,29.30
20,4,GO AIR,74182,42856,13.14,220.09
21,1,GO AIR,95603,72499,5.96,370.26
21,2,GO AIR,27443,20573,0.57,192.96
21,3,GO AIR,35715,66670,6.59,491.62
21,4,GO AIR,116384,139219,309.58,771.25
22,1,GO AIR,93144,130767,48.21,1424.61
22,2,GO AIR,117758,125306,45.53,849.75
22,3,GO AIR,141207,171587,145.73,755.40
22,4,GO AIR,169432,181347,158.17,727.21
23,1,GO AIR,171511,187638,236.71,669.74
23,2,GO AIR,42921,48019,57.09,200.08
15,1,GULF AIR,95280,108455,567.12,1728.49
15,2,GULF AIR,105889,104712,633.98,1992.98
15,3,GULF AIR,93074,98676,156.47,2048.26
15,4,GULF AIR,108071,96043,187.64,1830.49
16,1,GULF AIR,109300,112333,149.47,1881.41
16,2,GULF AIR,112900,105475,214.10,2004.24
16,3,GULF AIR,105020,105307,187.53,1859.31
16,4,GULF AIR,107653,96651,186.11,2042.97
17,1,GULF AIR,103064,109150,207.66,2012.83
17,2,GULF AIR,117248,98420,227.62,2127.47
17,3,GULF AIR,96473,102296,157.18,2154.98
17,4,GULF AIR,104576,96124,297.01,2044.92
18,1,GULF AIR,100732,98512,316.57,1958.49
18,2,GULF AIR,125082,111763,360.34,1743.61
18,3,GULF AIR,126414,130965,268.90,2063.34
18,4,GULF AIR,142907,126223,273.91,2374.00
19,1,GULF AIR,134537,136254,149.85,2178.42
19,2,GULF AIR,150658,139248,224.13,2453.00
19,3,GULF AIR,126595,143978,59.94,2124.72
19,4,GULF AIR,150775,133933,86.86,2143.64
20,1,GULF AIR,110456,112641,92.46,1801.26
20,2,GULF AIR,6894,341,3.53,459.82
20,3,GULF AIR,7707,2848,0.80,229.17
20,4,GULF AIR,9319,8852,6.06,178.66
21,1,GULF AIR,11012,9329,14.66,287.00
21,2,GULF AIR,6677,11406,95.06,356.74
21,3,GULF AIR,12453,15058,29.23,299.78
21,4,GULF AIR,21180,26946,38.80,431.99
22,1,GULF AIR,19035,29885,94.45,448.25
22,2,GULF AIR,102409,127303,138.53,1489.92
22,3,GULF AIR,90811,139353,64.89,1291.58
22,4,GULF AIR,136055,132915,87.05,1398.25
23,1,GULF AIR,116409,147154,117.84,1168.97
23,2,GULF AIR,131137,134959,93.13,1628.53
23,3,GULF AIR,106725,145913,52.46,1340.99
23,4,GULF AIR,137951,119969,67.10,1787.69
24,1,GULF AIR,122671,143590,40.95,1553.37
24,2,GULF AIR,144216,141047,36.66,1653.28
15,1,INDIGO,182116,209781,707.45,5041.12
15,2,INDIGO,210669,213316,694.42,2331.82
15,3,INDIGO,191074,206827,182.65,2947.77
15,4,INDIGO,196391,204562,162.89,2192.00
