Year,Quarter,Airline,PaxToIndia,PaxFromIndia,FreightToIndia,FreightFromIndia
22,4,AERO NOMAD,536,565,0.00,19.52
23,1,AERO NOMAD,1032,1597,0.00,21.37
23,2,AERO NOMAD,4257,1422,0.12,45.04
23,3,AERO NOMAD,2851,4846,0.00,20.14
23,4,AERO NOMAD,1165,1195,0.00,17.04
24,1,AERO NOMAD,1371,1233,1.15,9.90
24,2,AERO NOMAD,4741,1036,0.00,41.87
15,1,AEROFLOT,15213,19039,47.33,937.70
15,2,AEROFLOT,14189,19447,45.99,1022.85
15,3,AEROFLOT,16208,17586,30.48,627.91
15,4,AEROFLOT,20204,17051,27.96,438.91
16,1,AEROFLOT,18419,22049,244.11,400.10
16,2,AEROFLOT,18835,23068,28.13,255.08
16,3,AEROFLOT,23734,22647,27.16,218.83
16,4,AEROFLOT,35350,29555,38.62,425.56
17,1,AEROFLOT,32204,39610,37.17,1098.32
17,2,AEROFLOT,30329,37473,86.32,1666.73
17,3,AEROFLOT,36487,36732,86.05,1848.00
17,4,AEROFLOT,42274,36743,116.98,1819.59
18,1,AEROFLOT,36155,43241,108.73,1538.48
18,2,AEROFLOT,29953,37684,102.07,1616.75
18,3,AEROFLOT,37350,38966,89.54,1376.24
18,4,AEROFLOT,43922,36427,83.72,860.14
19,1,AEROFLOT,36225,45062,97.76,767.80
19,2,AEROFLOT,39385,48794,145.66,1166.98
19,3,AEROFLOT,58943,61344,483.52,1057.30
19,4,AEROFLOT,43190,37909,175.98,715.23
20,1,AEROFLOT,25050,30666,106.26,363.34
20,2,AEROFLOT,364,1034,0.00,28.95
20,3,AEROFLOT,16,321,9.73,123.07
20,4,AEROFLOT,259,164,11.20,223.66
21,1,AEROFLOT,2715,3535,27.08,148.59
21,2,AEROFLOT,4030,6888,124.49,295.00
21,3,AEROFLOT,6833,8503,47.19,361.92
21,4,AEROFLOT,8495,8878,96.15,445.51
22,1,AEROFLOT,5552,6337,54.06,307.88
22,2,AEROFLOT,4458,4349,38.57,166.91
22,3,AEROFLOT,11881,11872,101.09,487.67
22,4,AEROFLOT,16826,14155,112.70,678.17
23,1,AEROFLOT,17934,18786,115.19,788.35
23,2,AEROFLOT,18127,21335,198.74,789.88
23,3,AEROFLOT,15168,22261,125.19,535.86
23,4,AEROFLOT,40205,35956,116.62,1108.94
24,1,AEROFLOT,38609,41653,86.99,1452.10
24,2,AEROFLOT,20803,25733,162.33,984.92
15,1,AEROLOGIC,0,0,5.31,4.70
15,2,AEROLOGIC,0,0,3.21,3.00
15,3,AEROLOGIC,0,0,5.53,5.22
15,4,AEROLOGIC,0,0,5.53,4.52
16,1,AEROLOGIC,0,0,9.90,10.82
16,2,AEROLOGIC,0,0,10.86,9.97
16,3,AEROLOGIC,0,0,9.90,488.80
16,4,AEROLOGIC,0,0,10.87,10.45
17,1,AEROLOGIC,0,0,10.25,11.79
17,2,AEROLOGIC,0,0,10.75,10.35
17,3,AEROLOGIC,0,0,11.14,11.13
17,4,AEROLOGIC,0,0,10.47,253.19
18,1,AEROLOGIC,0,0,10.14,10.60
18,2,AEROLOGIC,0,0,9.97,10.36
18,3,AEROLOGIC,0,0,3932.42,3851.13
18,4,AEROLOGIC,0,0,5559.46,5497.91
19,1,AEROLOGIC,0,0,9951.81,10707.52
19,2,AEROLOGIC,0,0,6999.29,6536.81
19,4,AEROLOGIC,0,0,14216.73,4393.15
20,1,AEROLOGIC,0,0,7673.92,12990.32
20,2,AEROLOGIC,0,0,10717.37,10403.13
20,3,AEROLOGIC,0,0,21294.94,22205.88
20,4,AEROLOGIC,0,0,22144.04,23069.18
21,1,AEROLOGIC,0,0,25450.89,26214.07
21,2,AEROLOGIC,0,0,21566.21,22189.50
21,3,AEROLOGIC,0,0,21534.67,23269.25
21,4,AEROLOGIC,0,0,22136.57,21955.26
22,1,AEROLOGIC,0,0,24280.60,25297.01
22,2,AEROLOGIC,0,0,29927.13,28806.78
22,3,AEROLOGIC,0,0,27505.15,24731.08
22,4,AEROLOGIC,0,0,27840.24,24813.59
23,1,AEROLOGIC,0,0,23495.42,22566.68
23,2,AEROLOGIC,0,0,20248.21,22379.87
23,3,AEROLOGIC,0,0,16358.63,18901.08
23,4,AEROLOGIC,0,0,16545.40,18912.11
24,1,AEROLOGIC,0,0,17406.67,19390.88
24,2,AEROLOGIC,0,0,17844.17,21047.46
15,1,AIR ARABIA,211138,228547,489.74,3240.11
15,2,AIR ARABIA,219969,227458,419.17,3495.30
15,3,AIR ARABIA,210639,220116,200.43,3367.95
15,4,AIR ARABIA,226080,228466,239.67,3182.51
16,1,AIR ARABIA,228151,235988,288.00,3354.70
16,2,AIR ARABIA,222531,222880,321.68,3421.72
16,3,AIR ARABIA,213605,222254,314.37,3110.32
16,4,AIR ARABIA,226418,222026,321.52,3002.55
17,1,AIR ARABIA,206397,223659,402.26,3207.11
17,2,AIR ARABIA,226174,215398,485.25,3459.28
17,3,AIR ARABIA,210577,225229,298.49,3510.74
17,4,AIR ARABIA,226943,225347,513.07,3457.87
18,1,AIR ARABIA,221604,286683,708.85,3263.10
18,2,AIR ARABIA,225201,219559,492.81,3286.51
18,3,AIR ARABIA,209686,225715,370.56,3507.37
18,4,AIR ARABIA,230657,220212,425.65,3864.93
19,1,AIR ARABIA,223339,231764,417.39,3725.41
19,2,AIR ARABIA,234173,227010,361.00,3690.02
19,3,AIR ARABIA,219748,225965,319.90,3532.40
19,4,AIR ARABIA,229058,219229,352.83,3743.35
20,1,AIR ARABIA,183751,182384,435.80,3453.06
20,2,AIR ARABIA,23830,123,23.34,171.41
20,3,AIR ARABIA,50000,27983,61.36,873.07
20,4,AIR ARABIA,106070,111386,147.99,1465.88
21,1,AIR ARABIA,174323,181024,364.53,2816.65
21,2,AIR ARABIA,114111,67885,273.14,3213.45
21,3,AIR ARABIA,98731,160782,572.44,3862.91
21,4,AIR ARABIA,340162,409285,439.48,4907.83
22,1,AIR ARABIA,278666,346265,443.89,4532.80
22,2,AIR ARABIA,241375,230199,271.07,3122.47
22,3,AIR ARABIA,216088,214859,290.19,2990.68
22,4,AIR ARABIA,230556,221595,390.33,2911.36
23,1,AIR ARABIA,215578,228141,484.62,2515.68
23,2,AIR ARABIA,215060,209643,259.90,3053.20
23,3,AIR ARABIA,206146,227530,181.62,4050.67
23,4,AIR ARABIA,231552,223766,287.02,2841.28
24,1,AIR ARABIA,220186,232895,258.73,3208.17
24,2,AIR ARABIA,227980,224991,187.72,3330.62
22,1,AIR ARABIA-ABU DHABI,24281,34603,0.00,0.00
22,2,AIR ARABIA-ABU DHABI,47754,46270,32.44,285.77
22,3,AIR ARABIA-ABU DHABI,67052,80475,48.26,734.23
22,4,AIR ARABIA-ABU DHABI,79538,83639,92.03,710.89
23,1,AIR ARABIA-ABU DHABI,80324,97804,46.23,607.89
23,2,AIR ARABIA-ABU DHABI,109460,100304,28.85,1028.24
23,3,AIR ARABIA-ABU DHABI,110304,140481,160.00,1182.42
23,4,AIR ARABIA-ABU DHABI,113149,113335,273.39,794.49
24,1,AIR ARABIA-ABU DHABI,112397,135761,191.78,1052.22
24,2,AIR ARABIA-ABU DHABI,138799,126920,100.05,1680.39
21,4,AIR ARABIA-ABUDHABI,15977,18711,0.00,0.00
22,1,AIR ASIA,0,0,1.90,11.91
15,1,AIR ASIA BERHAD,67830,70987,114.67,995.55
15,2,AIR ASIA BERHAD,67568,67039,101.07,1007.15
15,3,AIR ASIA BERHAD,68305,67861,135.54,969.29
15,4,AIR ASIA BERHAD,67834,61147,59.90,697.51
16,1,AIR ASIA BERHAD,94550,97249,130.10,826.90
16,2,AIR ASIA BERHAD,100243,92184,171.01,941.27
16,3,AIR ASIA BERHAD,83197,81590,215.85,1010.10
16,4,AIR ASIA BERHAD,92862,84690,224.21,1038.13
17,1,AIR ASIA BERHAD,93461,95246,260.59,996.13
17,2,AIR ASIA BERHAD,108184,102808,255.84,921.08
17,3,AIR ASIA BERHAD,129137,126287,273.08,1034.55
17,4,AIR ASIA BERHAD,134167,118418,228.90,934.83
18,1,AIR ASIA BERHAD,122545,126219,270.51,908.62
18,2,AIR ASIA BERHAD,115203,109808,288.59,864.29
18,3,AIR ASIA BERHAD,138433,134506,567.13,1132.53
18,4,AIR ASIA BERHAD,144241,131217,648.76,1028.61
19,1,AIR ASIA BERHAD,142873,146747,609.87,1209.48
19,2,AIR ASIA BERHAD,157722,147603,649.44,1373.00
19,3,AIR ASIA BERHAD,149827,151092,565.29,1406.72
19,4,AIR ASIA BERHAD,122317,105100,440.22,817.64
20,1,AIR ASIA BERHAD,95835,102599,369.06,804.32
20,3,AIR ASIA BERHAD,0,0,0.27,61.87
21,4,AIR ASIA BERHAD,0,0,22.40,9.46
22,1,AIR ASIA BERHAD,0,0,20.62,6.74
22,2,AIR ASIA BERHAD,48929,50759,74.37,486.04
22,3,AIR ASIA BERHAD,93490,108817,184.03,863.11
22,4,AIR ASIA BERHAD,106766,99093,179.65,802.94
23,1,AIR ASIA BERHAD,97250,113783,131.91,816.18
23,2,AIR ASIA BERHAD,114057,115836,161.57,1032.42
23,3,AIR ASIA BERHAD,111021,119586,334.04,1007.21
23,4,AIR ASIA BERHAD,122106,109356,353.89,1194.46
24,1,AIR ASIA BERHAD,117092,122141,261.16,1173.53
24,2,AIR ASIA BERHAD,154758,149504,260.93,1230.92
16,1,AIR ASIA X,5136,5550,201.84,184.64
16,2,AIR ASIA X,14992,16118,447.90,703.20
16,3,AIR ASIA X,14205,14822,534.13,675.97
16,4,AIR ASIA X,15914,16241,581.61,669.46
17,1,AIR ASIA X,15941,16507,536.89,630.04
17,2,AIR ASIA X,15950,16228,452.37,770.31
17,3,AIR ASIA X,15169,15115,575.98,725.98
17,4,AIR ASIA X,17130,16629,601.71,897.17
18,1,AIR ASIA X,16604,17286,594.29,854.10
18,2,AIR ASIA X,16597,17679,524.45,891.25
18,3,AIR ASIA X,16586,16486,477.13,788.44
18,4,AIR ASIA X,15565,15794,637.30,845.57
19,1,AIR ASIA X,15174,16050,508.92,736.75
19,2,AIR ASIA X,15972,16932,463.77,770.96
19,3,AIR ASIA X,23526,23460,475.84,740.02
19,4,AIR ASIA X,43840,39054,478.12,714.08
20,1,AIR ASIA X,31553,34057,360.85,631.71
20,2,AIR ASIA X,0,0,30.55,146.10
20,3,AIR ASIA X,0,0,78.28,193.34
21,2,AIR ASIA X,0,0,355.67,293.94
21,3,AIR ASIA X,0,0,499.17,801.29
21,4,AIR ASIA X,0,0,1119.26,803.53
22,1,AIR ASIA X,0,0,614.13,565.23
22,2,AIR ASIA X,2218,2802,195.54,439.26
22,3,AIR ASIA X,7390,9079,256.17,632.52
22,4,AIR ASIA X,14869,13626,350.62,717.56
23,1,AIR ASIA X,14811,17231,385.19,741.26
23,2,AIR ASIA X,15529,16347,549.43,716.73
23,3,AIR ASIA X,15485,15989,713.31,739.50
23,4,AIR ASIA X,17385,15846,524.76,659.78
24,1,AIR ASIA X,20293,21753,380.90,744.23
24,2,AIR ASIA X,26963,30646,379.99,798.92
15,1,AIR ASTANA,6582,8318,5.74,84.54
15,2,AIR ASTANA,4667,5324,4.94,84.97
15,3,AIR ASTANA,7241,7197,2.83,115.44
15,4,AIR ASTANA,6958,6702,4.55,118.66
16,1,AIR ASTANA,7044,8422,3.09,57.76
16,2,AIR ASTANA,7787,7084,2.22,114.58
16,3,AIR ASTANA,8673,10846,4.87,92.64
16,4,AIR ASTANA,9833,9130,6.51,157.82
17,1,AIR ASTANA,10165,11904,5.47,177.01
17,2,AIR ASTANA,9721,8845,7.52,170.82
17,3,AIR ASTANA,11514,14644,2.94,133.46
17,4,AIR ASTANA,15214,13472,6.99,156.89
18,1,AIR ASTANA,14216,16006,34.33,180.82
18,2,AIR ASTANA,15346,14470,56.03,214.06
18,3,AIR ASTANA,13532,16680,70.82,203.57
18,4,AIR ASTANA,17151,15628,105.27,166.88
19,1,AIR ASTANA,15948,17686,88.19,170.90
19,2,AIR ASTANA,1507,1999,5.98,39.91
19,3,AIR ASTANA,9542,13364,24.58,83.06
19,4,AIR ASTANA,17496,15936,37.88,125.53
20,1,AIR ASTANA,18211,18852,19.64,192.37
20,2,AIR ASTANA,1323,0,0.00,1.12
20,3,AIR ASTANA,214,23,0.83,779.85
20,4,AIR ASTANA,0,248,1.17,392.70
21,1,AIR ASTANA,0,143,2.92,385.53
21,2,AIR ASTANA,0,0,0.00,31.23
21,4,AIR ASTANA,453,1167,0.10,20.56
22,1,AIR ASTANA,2289,3112,0.24,53.33
22,2,AIR ASTANA,5061,4815,2.96,125.95
22,4,AIR ASTANA,14516,13936,3.65,188.16
23,1,AIR ASTANA,10992,13141,4.89,137.16
23,2,AIR ASTANA,13470,12094,0.82,98.02
23,4,AIR ASTANA,20252,20343,6.22,206.96
24,1,AIR ASTANA,18384,19649,27.04,245.11
24,2,AIR ASTANA,22992,21110,12.29,377.01
15,1,AIR AUSTRAL,0,0,0.00,0.00
15,2,AIR AUSTRAL,418,395,5.21,5.45
15,3,AIR AUSTRAL,661,667,7.41,6.88
15,4,AIR AUSTRAL,758,762,15.61,5.69
16,1,AIR AUSTRAL,927,867,5.97,9.39
16,2,AIR AUSTRAL,610,719,5.01,6.40
16,3,AIR AUSTRAL,596,622,7.12,3.29
16,4,AIR AUSTRAL,1797,1149,3.53,16.95
17,1,AIR AUSTRAL,1695,2104,0.52,18.09
17,2,AIR AUSTRAL,949,1170,0.00,6.52
17,3,AIR AUSTRAL,1332,1346,0.88,10.75
17,4,AIR AUSTRAL,1485,1138,1.96,15.67
18,1,AIR AUSTRAL,1713,2208,0.57,12.66
18,2,AIR AUSTRAL,810,1028,0.61,18.72
18,3,AIR AUSTRAL,795,1036,0.34,14.32
18,4,AIR AUSTRAL,1770,1593,0.01,8.64
19,1,AIR AUSTRAL,2074,2579,0.28,3.01
19,2,AIR AUSTRAL,1554,1694,0.55,6.26
19,3,AIR AUSTRAL,2659,2902,0.09,9.20
19,4,AIR AUSTRAL,2213,1327,0.36,5.74
20,1,AIR AUSTRAL,1647,1806,0.33,2.80
22,2,AIR AUSTRAL,681,920,0.36,9.36
22,3,AIR AUSTRAL,1404,1497,0.72,11.99
22,4,AIR AUSTRAL,1733,1576,0.27,13.96
23,1,AIR AUSTRAL,1729,1885,0.96,5.36
23,2,AIR AUSTRAL,0,111,0.00,0.00
15,4,AIR CANADA,9532,8077,1161.00,361.00
16,1,AIR CANADA,14523,15304,742.55,438.04
16,2,AIR CANADA,12796,15407,103.97,285.60
16,3,AIR CANADA,14617,15275,136.91,449.98
16,4,AIR CANADA,27158,23996,183.03,499.32
17,1,AIR CANADA,28299,29458,265.03,637.49
17,2,AIR CANADA,18097,22618,369.04,346.24
17,3,AIR CANADA,24433,25227,236.49,515.80
17,4,AIR CANADA,48518,44586,565.93,1197.84
18,1,AIR CANADA,53996,55872,783.58,970.34
18,2,AIR CANADA,12677,16717,375.51,153.06
18,3,AIR CANADA,14302,14669,163.41,187.59
18,4,AIR CANADA,57087,47396,595.53,1282.87
19,1,AIR CANADA,55072,59778,454.94,1064.72
19,2,AIR CANADA,30072,37107,34.47,171.76
19,3,AIR CANADA,47418,0,1664.83,0.00
19,4,AIR CANADA,58129,46233,278.83,1010.88
20,3,AIR CANADA,2577,8072,97.80,127.60
20,4,AIR CANADA,22951,18511,358.17,776.99
21,1,AIR CANADA,21957,29958,234.56,346.27
21,2,AIR CANADA,3574,7806,85.53,138.91
21,3,AIR CANADA,1754,3522,17.18,46.12
21,4,AIR CANADA,58679,69130,313.45,590.84
22,1,AIR CANADA,64076,74176,242.69,729.76
22,2,AIR CANADA,35027,54209,515.11,635.80
22,3,AIR CANADA,33272,40055,745.31,659.41
22,4,AIR CANADA,37940,35294,638.58,728.43
23,1,AIR CANADA,35459,34734,497.04,604.89
23,2,AIR CANADA,31939,37423,496.34,751.78
23,3,AIR CANADA,35486,36976,525.36,668.09
23,4,AIR CANADA,42159,37789,445.75,785.32
24,1,AIR CANADA,42373,42462,430.84,651.00
24,2,AIR CANADA,29366,36914,327.24,723.46
15,1,AIR CHINA,9868,12419,485.99,460.56
15,2,AIR CHINA,6487,8503,414.49,382.37
15,3,AIR CHINA,7642,8123,297.05,342.45
15,4,AIR CHINA,13996,12235,429.22,542.52
16,1,AIR CHINA,12238,13436,310.16,573.39
16,2,AIR CHINA,7795,9602,251.39,402.14
16,3,AIR CHINA,7893,7389,261.27,394.80
16,4,AIR CHINA,13022,11461,397.49,453.64
17,1,AIR CHINA,15116,15332,381.57,381.50
17,2,AIR CHINA,7901,9535,539.55,327.27
17,3,AIR CHINA,7307,6668,293.61,260.61
17,4,AIR CHINA,15440,13620,464.31,533.65
18,1,AIR CHINA,15706,16643,408.37,517.64
18,2,AIR CHINA,9885,14053,625.63,420.66
18,3,AIR CHINA,11793,11263,398.43,435.12
18,4,AIR CHINA,17007,16191,520.52,460.57
19,1,AIR CHINA,17003,16851,252.17,566.59
19,2,AIR CHINA,11152,15286,399.63,477.46
19,3,AIR CHINA,5339,5212,186.13,227.21
19,4,AIR CHINA,10986,9754,207.36,445.15
20,1,AIR CHINA,4071,4567,112.01,197.37
15,1,AIR FRANCE,53395,61867,2300.57,3860.03
15,2,AIR FRANCE,40401,47829,1797.86,3445.65
15,3,AIR FRANCE,30139,34828,1236.05,2270.66
15,4,AIR FRANCE,59658,58804,2336.34,3575.42
16,1,AIR FRANCE,60177,63325,2812.21,3283.48
16,2,AIR FRANCE,35452,40859,2130.51,2317.59
16,3,AIR FRANCE,40949,39613,1888.95,2248.53
16,4,AIR FRANCE,62624,60750,2683.37,3631.93
17,1,AIR FRANCE,67497,73342,3528.32,3378.98
17,2,AIR FRANCE,44695,48824,2220.39,2714.26
17,3,AIR FRANCE,50272,52335,1754.42,2792.93
17,4,AIR FRANCE,68985,64814,2591.15,3559.06
18,1,AIR FRANCE,63449,70715,2734.02,3556.94
18,2,AIR FRANCE,42516,46921,3979.82,2780.26
18,3,AIR FRANCE,49203,51854,1838.35,2977.65
18,4,AIR FRANCE,68767,65216,2458.09,3785.72
19,1,AIR FRANCE,67970,76176,2810.33,3833.92
19,2,AIR FRANCE,50741,54694,1699.23,3255.32
19,3,AIR FRANCE,72322,75374,2004.98,3923.38
19,4,AIR FRANCE,73255,70360,1989.41,3632.23
20,1,AIR FRANCE,60001,72718,2066.64,2491.61
20,3,AIR FRANCE,15654,25185,789.39,1903.56
20,4,AIR FRANCE,24630,17621,1575.31,2427.07
21,1,AIR FRANCE,19434,26320,1846.18,2780.26
21,2,AIR FRANCE,8708,28266,2122.69,2677.97
21,3,AIR FRANCE,16366,33308,1673.98,2258.78
21,4,AIR FRANCE,34480,32506,1646.84,2678.31
22,1,AIR FRANCE,29028,35763,1719.61,2401.75
22,2,AIR FRANCE,57183,62082,2601.38,2995.11
22,3,AIR FRANCE,61478,68778,2927.96,3290.17
22,4,AIR FRANCE,82390,82051,3092.65,4366.00
23,1,AIR FRANCE,72583,88049,2687.42,3626.61
23,2,AIR FRANCE,72031,88474,3188.30,4688.39
23,3,AIR FRANCE,68968,84631,3418.32,4568.98
23,4,AIR FRANCE,87757,83195,2369.38,3822.57
24,1,AIR FRANCE,80151,98092,2640.97,3704.93
24,2,AIR FRANCE,55945,66818,1746.49,2426.02
15,1,AIR INDIA,709825,770265,10292.20,14117.03
15,2,AIR INDIA,661148,721645,10567.48,15109.45
15,3,AIR INDIA,669558,703997,11233.42,13540.51
15,4,AIR INDIA,764458,650867,11386.32,14899.37
16,1,AIR INDIA,718245,773620,11031.44,14151.02
16,2,AIR INDIA,675334,723905,10810.86,16458.94
16,3,AIR INDIA,709129,712212,10626.30,14763.78
16,4,AIR INDIA,777528,648224,12276.95,15522.02
17,1,AIR INDIA,732189,790321,13048.56,18780.93
17,2,AIR INDIA,743986,737127,13501.70,20448.02
17,3,AIR INDIA,754819,761138,11874.78,17616.56
17,4,AIR INDIA,866692,759194,14537.75,17354.63
18,1,AIR INDIA,827120,836080,14951.99,16975.35
18,2,AIR INDIA,842100,835726,13685.57,19052.36
18,3,AIR INDIA,759938,781022,15090.26,20404.87
18,4,AIR INDIA,931042,795039,15594.38,22080.23
19,1,AIR INDIA,847901,904849,12779.61,20714.86
19,2,AIR INDIA,901080,907597,12980.89,21639.17
19,3,AIR INDIA,879104,888295,11326.27,19063.35
19,4,AIR INDIA,1022883,869053,13165.84,21365.44
20,1,AIR INDIA,783053,783326,9647.55,20193.54
20,2,AIR INDIA,93926,59307,2504.70,1401.22
20,3,AIR INDIA,157845,129756,2653.99,3555.51
20,4,AIR INDIA,244030,182945,5548.69,7520.74
21,1,AIR INDIA,342658,308538,7491.79,8701.92
21,2,AIR INDIA,198001,170108,7403.49,8238.08
21,3,AIR INDIA,252706,254821,6259.38,9950.40
21,4,AIR INDIA,510672,507958,8896.01,11302.41
22,1,AIR INDIA,494445,571915,9157.65,12764.73
22,2,AIR INDIA,685269,728999,10067.99,16188.07
22,3,AIR INDIA,766188,842472,10842.60,15406.64
22,4,AIR INDIA,934133,876774,10545.71,14824.14
23,1,AIR INDIA,921847,990699,10580.77,15985.32
23,2,AIR INDIA,957156,992067,10030.60,15992.01
23,3,AIR INDIA,970423,1054179,10966.93,19737.58
23,4,AIR INDIA,1150878,1064907,12529.02,23664.01
24,1,AIR INDIA,1157803,1185639,13097.49,23631.53
24,2,AIR INDIA,1067028,1108824,14091.44,23269.67
15,1,AIR INDIA EXPRESS,263463,330702,0.00,0.00
15,2,AIR INDIA EXPRESS,323837,347089,0.00,0.00
15,3,AIR INDIA EXPRESS,320355,350163,49.43,1261.90
15,4,AIR INDIA EXPRESS,302833,336624,58.73,1157.41
16,1,AIR INDIA EXPRESS,301875,351943,46.41,1216.17
16,2,AIR INDIA EXPRESS,373720,374221,410.65,1616.68
16,3,AIR INDIA EXPRESS,396577,442238,345.11,2027.59
16,4,AIR INDIA EXPRESS,411898,423284,,
17,1,AIR INDIA EXPRESS,405131,477456,,
17,2,AIR INDIA EXPRESS,470311,429415,403.07,2224.54
17,3,AIR INDIA EXPRESS,456432,502199,156.09,3325.86
17,4,AIR INDIA EXPRESS,471369,473708,186.12,2869.69
18,1,AIR INDIA EXPRESS,457815,495135,208.50,4614.36
18,2,AIR INDIA EXPRESS,514907,492020,117.19,3057.09
18,3,AIR INDIA EXPRESS,461894,520053,159.99,3602.89
18,4,AIR INDIA EXPRESS,520529,504915,168.33,4413.33
19,1,AIR INDIA EXPRESS,533760,600349,207.92,4466.81
19,2,AIR INDIA EXPRESS,650252,602633,316.51,5260.24
19,3,AIR INDIA EXPRESS,577823,599171,242.92,5759.65
19,4,AIR INDIA EXPRESS,607575,595449,158.71,5514.90
20,1,AIR INDIA EXPRESS,490613,523187,107.00,5192.72
20,2,AIR INDIA EXPRESS,61343,4781,15.34,1076.54
20,3,AIR INDIA EXPRESS,198129,87286,91.31,3054.04
20,4,AIR INDIA EXPRESS,280345,206800,161.82,3336.17
21,1,AIR INDIA EXPRESS,322640,282959,398.42,4037.74
21,2,AIR INDIA EXPRESS,191700,85812,1322.91,4550.57
21,3,AIR INDIA EXPRESS,237873,174011,1384.47,5611.21
21,4,AIR INDIA EXPRESS,359588,448547,1372.40,4766.31
22,1,AIR INDIA EXPRESS,335712,439735,1232.33,4967.12
22,2,AIR INDIA EXPRESS,505551,501655,1182.04,4866.16
22,3,AIR INDIA EXPRESS,436741,535366,54.34,7414.06
22,4,AIR INDIA EXPRESS,487210,509200,261.45,6349.73
23,1,AIR INDIA EXPRESS,508335,614028,274.96,5843.02
23,2,AIR INDIA EXPRESS,615971,599346,223.12,6149.20
23,3,AIR INDIA EXPRESS,542060,649935,234.66,6265.81
23,4,AIR INDIA EXPRESS,599310,625864,266.71,5204.35
24,1,AIR INDIA EXPRESS,619001,735959,656.44,5100.02
24,2,AIR INDIA EXPRESS,741491,719843,2689.92,7277.63
15,1,AIR MANAS,609,818,0.00,131.17
15,2,AIR MANAS,1918,1410,0.50,336.43
15,3,AIR MANAS,1993,3007,4.20,51.41
15,4,AIR MANAS,2338,2003,15.02,33.55
16,1,AIR MANAS,1342,1536,0.00,35.76
16,2,AIR MANAS,2596,2830,0.10,89.52
16,3,AIR MANAS,2811,4027,2.79,41.10
16,4,AIR MANAS,3270,3560,11.22,31.59
17,1,AIR MANAS,3206,3900,3.19,56.13
17,2,AIR MANAS,4169,3859,0.15,105.37
17,3,AIR MANAS,4353,5389,5.43,44.04
17,4,AIR MANAS,4651,4870,4.82,38.96
18,1,AIR MANAS,4195,4738,0.00,58.23
18,2,AIR MANAS,5260,4631,1.13,99.22
18,3,AIR MANAS,5089,5949,3.22,60.96
18,4,AIR MANAS,1103,1883,8.14,0.00
21,3,AIR MANAS,3,818,0.00,0.12
21,4,AIR MANAS,26,2730,1.74,0.00
22,1,AIR MANAS,47,1135,0.00,0.00
15,1,AIR MAURITIUS,19313,20599,57.93,683.11
15,2,AIR MAURITIUS,22918,25767,78.65,894.93
15,3,AIR MAURITIUS,18044,17690,90.49,648.18
15,4,AIR MAURITIUS,22285,22026,49.98,600.95
16,1,AIR MAURITIUS,21752,23870,62.89,610.96
16,2,AIR MAURITIUS,24758,27514,55.57,563.57
16,3,AIR MAURITIUS,23789,24830,60.57,540.47
16,4,AIR MAURITIUS,25398,24157,71.19,630.12
17,1,AIR MAURITIUS,23928,24864,72.18,654.43
17,2,AIR MAURITIUS,28537,31504,62.68,698.96
17,3,AIR MAURITIUS,22073,22277,56.29,1030.96
17,4,AIR MAURITIUS,27419,23515,218.32,1129.34
18,1,AIR MAURITIUS,26921,28841,143.28,947.71
18,2,AIR MAURITIUS,34575,35254,119.07,1633.61
18,3,AIR MAURITIUS,26332,28796,203.17,1213.26
18,4,AIR MAURITIUS,25216,24506,96.71,1183.90
19,1,AIR MAURITIUS,23021,25712,36.23,969.22
19,2,AIR MAURITIUS,26813,31284,50.43,1290.97
19,3,AIR MAURITIUS,22695,23642,106.75,1303.60
19,4,AIR MAURITIUS,30599,27914,54.93,1123.24
20,1,AIR MAURITIUS,21293,23478,54.23,912.75
21,1,AIR MAURITIUS,616,343,3.03,595.71
21,2,AIR MAURITIUS,493,548,7.47,618.30
21,3,AIR MAURITIUS,400,1220,4.24,869.03
21,4,AIR MAURITIUS,3333,3468,30.44,611.44
22,1,AIR MAURITIUS,4542,5743,47.82,1044.36
22,2,AIR MAURITIUS,15415,17369,93.46,564.24
22,3,AIR MAURITIUS,15177,16967,140.89,876.48
22,4,AIR MAURITIUS,19163,17535,67.47,785.06
23,1,AIR MAURITIUS,16014,17999,64.27,1007.71
23,2,AIR MAURITIUS,19109,19216,65.70,1123.43
23,3,AIR MAURITIUS,18522,19276,42.64,973.34
23,4,AIR MAURITIUS,21642,21560,48.02,1170.19
24,1,AIR MAURITIUS,23343,19050,32.48,1013.96
24,2,AIR MAURITIUS,20836,23935,23.74,1264.56
15,1,AIR SEYCHELLES,3374,3690,0.80,3.52
15,2,AIR SEYCHELLES,3965,4175,1.72,12.40
15,3,AIR SEYCHELLES,5377,5068,0.41,8.41
15,4,AIR SEYCHELLES,5903,5165,0.34,7.99
16,1,AIR SEYCHELLES,6332,6340,0.38,6.10
16,2,AIR SEYCHELLES,6546,6907,2.59,10.22
16,3,AIR SEYCHELLES,6543,6906,0.46,28.45
16,4,AIR SEYCHELLES,4695,12121,1.39,10.81
17,1,AIR SEYCHELLES,7740,7842,1.30,18.57
17,2,AIR SEYCHELLES,8931,9320,1.97,29.04
17,3,AIR SEYCHELLES,7092,8003,3.29,97.45
17,4,AIR SEYCHELLES,7963,7524,1.60,148.18
18,1,AIR SEYCHELLES,4733,4979,18.02,29.10
18,2,AIR SEYCHELLES,6417,7143,26.94,59.88
18,3,AIR SEYCHELLES,5311,6453,1.13,69.91
